Module,Class,Function,Full Name,Type,Signature,Has *args,Has **kwargs,Line,File
apa102,APA102,write,APA102.write,method,"(self, *args, **kwargs)",True,True,0,apa102.pyi
apa102,APA102,fill,APA102.fill,method,"(self, *args, **kwargs)",True,True,0,apa102.pyi
apa102,APA102,__init__,APA102.__init__,method,"(self, *argv, **kwargs)",False,True,0,apa102.pyi
deflate,DeflateIO,readline,DeflateIO.readline,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,readinto,DeflateIO.readinto,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,read,DeflateIO.read,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,close,DeflateIO.close,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
dht,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,measure,DHTBase.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,__init__,DHTBase.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT22,measure,DHT22.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,temperature,DHT22.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,humidity,DHT22.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,__init__,DHT22.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT11,measure,DHT11.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,temperature,DHT11.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,humidity,DHT11.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,__init__,DHT11.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
ds18x20,,const,const,function,"(*args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_scratch,DS18X20.read_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_temp,DS18X20.read_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,write_scratch,DS18X20.write_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,convert_temp,DS18X20.convert_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,scan,DS18X20.scan,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,__init__,DS18X20.__init__,method,"(self, *argv, **kwargs)",False,True,0,ds18x20.pyi
esp,,freemem,freemem,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,free,free,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,malloc,malloc,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,meminfo,meminfo,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,check_fw,check_fw,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,apa102_write,apa102_write,function,"(*args, **kwargs)",True,True,0,esp.pyi
esp,,esf_free_bufs,esf_free_bufs,function,"(*args, **kwargs)",True,True,0,esp.pyi
espnow,,poll,poll,function,"(*args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,del_peer,ESPNowBase.del_peer,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,config,ESPNowBase.config,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,recvinto,ESPNowBase.recvinto,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,set_pmk,ESPNowBase.set_pmk,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,send,ESPNowBase.send,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,add_peer,ESPNowBase.add_peer,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,active,ESPNowBase.active,method,"(self, *args, **kwargs)",True,True,0,espnow.pyi
espnow,ESPNowBase,__init__,ESPNowBase.__init__,method,"(self, *argv, **kwargs)",False,True,0,espnow.pyi
flashbdev,FlashBdev,writeblocks,FlashBdev.writeblocks,method,"(self, *args, **kwargs)",True,True,0,flashbdev.pyi
flashbdev,FlashBdev,ioctl,FlashBdev.ioctl,method,"(self, *args, **kwargs)",True,True,0,flashbdev.pyi
flashbdev,FlashBdev,readblocks,FlashBdev.readblocks,method,"(self, *args, **kwargs)",True,True,0,flashbdev.pyi
flashbdev,FlashBdev,__init__,FlashBdev.__init__,method,"(self, *argv, **kwargs)",False,True,0,flashbdev.pyi
framebuf,,FrameBuffer1,FrameBuffer1,function,"(*args, **kwargs)",True,True,0,framebuf.pyi
framebuf,FrameBuffer,fill_rect,FrameBuffer.fill_rect,method,"(self, *args, **kwargs)",True,True,0,framebuf.pyi
gc,,isenabled,isenabled,function,"(*args, **kwargs)",True,True,0,gc.pyi
hashlib,sha256,digest,sha256.digest,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
hashlib,sha256,update,sha256.update,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
hashlib,sha1,digest,sha1.digest,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
hashlib,sha1,update,sha1.update,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
inisetup,,fs_corrupted,fs_corrupted,function,"(*args, **kwargs)",True,True,0,inisetup.pyi
inisetup,,check_bootsec,check_bootsec,function,"(*args, **kwargs)",True,True,0,inisetup.pyi
inisetup,,setup,setup,function,"(*args, **kwargs)",True,True,0,inisetup.pyi
inisetup,,wifi,wifi,function,"(*args, **kwargs)",True,True,0,inisetup.pyi
lwip,,reset,reset,function,"(*args, **kwargs)",True,True,0,lwip.pyi
lwip,,print_pcbs,print_pcbs,function,"(*args, **kwargs)",True,True,0,lwip.pyi
lwip,,getaddrinfo,getaddrinfo,function,"(*args, **kwargs)",True,True,0,lwip.pyi
lwip,,callback,callback,function,"(*args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,recvfrom,socket.recvfrom,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,recv,socket.recv,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,makefile,socket.makefile,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,listen,socket.listen,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,settimeout,socket.settimeout,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,sendall,socket.sendall,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,setsockopt,socket.setsockopt,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,setblocking,socket.setblocking,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,sendto,socket.sendto,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,readline,socket.readline,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,readinto,socket.readinto,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,read,socket.read,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,close,socket.close,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,connect,socket.connect,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,send,socket.send,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,bind,socket.bind,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,accept,socket.accept,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,write,socket.write,method,"(self, *args, **kwargs)",True,True,0,lwip.pyi
lwip,socket,__init__,socket.__init__,method,"(self, *argv, **kwargs)",False,True,0,lwip.pyi
machine,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,machine.pyi
machine,PWM,duty,PWM.duty,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,deinit,SoftSPI.deinit,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,init,SoftSPI.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write_readinto,SoftSPI.write_readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,read,SoftSPI.read,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write,SoftSPI.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,readinto,SoftSPI.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_mem_into,SoftI2C.readfrom_mem_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_into,SoftI2C.readfrom_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_mem,SoftI2C.readfrom_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto_mem,SoftI2C.writeto_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,scan,SoftI2C.scan,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto,SoftI2C.writeto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writevto,SoftI2C.writevto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,start,SoftI2C.start,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom,SoftI2C.readfrom,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readinto,SoftI2C.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,init,SoftI2C.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,stop,SoftI2C.stop,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,write,SoftI2C.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, source, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, source, *, **kwargs)",False,True,0,machine.pyi
neopixel,,bitstream,bitstream,function,"(*args, **kwargs)",True,True,0,neopixel.pyi
network,,ipconfig,ipconfig,function,"(param, *args, **kwargs)",True,True,0,network.pyi
network,WLAN,ipconfig,WLAN.ipconfig,method,"(self, *args, **kwargs)",True,True,0,network.pyi
network,WLAN,config,WLAN.config,method,"(self, *, **kwargs)",False,True,0,network.pyi
network,AbstractNIC,connect,AbstractNIC.connect,method,"(*, **kwargs)",False,True,0,network.pyi
network,AbstractNIC,connect,AbstractNIC.connect,method,"(*, **kwargs)",False,True,0,network.pyi
network,AbstractNIC,config,AbstractNIC.config,method,"(self, *, **kwargs)",False,True,0,network.pyi
ntptime,,time,time,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
ntptime,,settime,settime,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
ntptime,,gmtime,gmtime,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
onewire,OneWire,select_rom,OneWire.select_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebit,OneWire.writebit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebyte,OneWire.writebyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,_search_rom,OneWire._search_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,write,OneWire.write,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,crc8,OneWire.crc8,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readinto,OneWire.readinto,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,scan,OneWire.scan,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,reset,OneWire.reset,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbit,OneWire.readbit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbyte,OneWire.readbyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,__init__,OneWire.__init__,method,"(self, *argv, **kwargs)",False,True,0,onewire.pyi
socket,,reset,reset,function,"(*args, **kwargs)",True,True,0,socket.pyi
socket,,print_pcbs,print_pcbs,function,"(*args, **kwargs)",True,True,0,socket.pyi
socket,,callback,callback,function,"(*args, **kwargs)",True,True,0,socket.pyi
ssd1306,,const,const,function,"(*args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,contrast,SSD1306_SPI.contrast,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,init_display,SSD1306_SPI.init_display,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,scroll,SSD1306_SPI.scroll,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,vline,SSD1306_SPI.vline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,text,SSD1306_SPI.text,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,show,SSD1306_SPI.show,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,write_cmd,SSD1306_SPI.write_cmd,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,poweroff,SSD1306_SPI.poweroff,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,rotate,SSD1306_SPI.rotate,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,poweron,SSD1306_SPI.poweron,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,write_data,SSD1306_SPI.write_data,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,fill,SSD1306_SPI.fill,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,fill_rect,SSD1306_SPI.fill_rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,rect,SSD1306_SPI.rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,ellipse,SSD1306_SPI.ellipse,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,blit,SSD1306_SPI.blit,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,pixel,SSD1306_SPI.pixel,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,poly,SSD1306_SPI.poly,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,hline,SSD1306_SPI.hline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,line,SSD1306_SPI.line,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,invert,SSD1306_SPI.invert,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_SPI,__init__,SSD1306_SPI.__init__,method,"(self, *argv, **kwargs)",False,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,contrast,SSD1306_I2C.contrast,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,init_display,SSD1306_I2C.init_display,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,scroll,SSD1306_I2C.scroll,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,vline,SSD1306_I2C.vline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,text,SSD1306_I2C.text,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,show,SSD1306_I2C.show,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,write_cmd,SSD1306_I2C.write_cmd,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,poweroff,SSD1306_I2C.poweroff,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,rotate,SSD1306_I2C.rotate,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,poweron,SSD1306_I2C.poweron,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,write_data,SSD1306_I2C.write_data,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,fill,SSD1306_I2C.fill,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,fill_rect,SSD1306_I2C.fill_rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,rect,SSD1306_I2C.rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,ellipse,SSD1306_I2C.ellipse,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,blit,SSD1306_I2C.blit,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,pixel,SSD1306_I2C.pixel,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,poly,SSD1306_I2C.poly,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,hline,SSD1306_I2C.hline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,line,SSD1306_I2C.line,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,invert,SSD1306_I2C.invert,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306_I2C,__init__,SSD1306_I2C.__init__,method,"(self, *argv, **kwargs)",False,True,0,ssd1306.pyi
ssd1306,SSD1306,contrast,SSD1306.contrast,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,vline,SSD1306.vline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,text,SSD1306.text,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,scroll,SSD1306.scroll,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,rect,SSD1306.rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,init_display,SSD1306.init_display,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,rotate,SSD1306.rotate,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,poweron,SSD1306.poweron,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,poweroff,SSD1306.poweroff,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,show,SSD1306.show,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,fill_rect,SSD1306.fill_rect,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,fill,SSD1306.fill,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,ellipse,SSD1306.ellipse,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,blit,SSD1306.blit,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,poly,SSD1306.poly,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,hline,SSD1306.hline,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,pixel,SSD1306.pixel,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,line,SSD1306.line,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,invert,SSD1306.invert,method,"(self, *args, **kwargs)",True,True,0,ssd1306.pyi
ssd1306,SSD1306,__init__,SSD1306.__init__,method,"(self, *argv, **kwargs)",False,True,0,ssd1306.pyi
tls,SSLContext,wrap_socket,SSLContext.wrap_socket,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,load_cert_chain,SSLContext.load_cert_chain,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,__init__,SSLContext.__init__,method,"(self, *argv, **kwargs)",False,True,0,tls.pyi
ucollections,OrderedDict,popitem,OrderedDict.popitem,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,pop,OrderedDict.pop,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,values,OrderedDict.values,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,setdefault,OrderedDict.setdefault,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,update,OrderedDict.update,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,copy,OrderedDict.copy,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,clear,OrderedDict.clear,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,keys,OrderedDict.keys,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,get,OrderedDict.get,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,items,OrderedDict.items,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,fromkeys,OrderedDict.fromkeys,method,"(cls, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,__init__,OrderedDict.__init__,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucryptolib,aes,encrypt,aes.encrypt,method,"(self, *args, **kwargs)",True,True,0,ucryptolib.pyi
ucryptolib,aes,decrypt,aes.decrypt,method,"(self, *args, **kwargs)",True,True,0,ucryptolib.pyi
ucryptolib,aes,__init__,aes.__init__,method,"(self, *argv, **kwargs)",False,True,0,ucryptolib.pyi
uhashlib,sha256,digest,sha256.digest,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,update,sha256.update,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,__init__,sha256.__init__,method,"(self, *argv, **kwargs)",False,True,0,uhashlib.pyi
uhashlib,sha1,digest,sha1.digest,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha1,update,sha1.update,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha1,__init__,sha1.__init__,method,"(self, *argv, **kwargs)",False,True,0,uhashlib.pyi
uheapq,,heappop,heappop,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heappush,heappush,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heapify,heapify,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
_espnow,ESPNowBase,del_peer,ESPNowBase.del_peer,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,config,ESPNowBase.config,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,recvinto,ESPNowBase.recvinto,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,set_pmk,ESPNowBase.set_pmk,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,send,ESPNowBase.send,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,add_peer,ESPNowBase.add_peer,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,active,ESPNowBase.active,method,"(self, *args, **kwargs)",True,True,0,_espnow.pyi
_espnow,ESPNowBase,__init__,ESPNowBase.__init__,method,"(self, *argv, **kwargs)",False,True,0,_espnow.pyi
_onewire,,reset,reset,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,writebyte,writebyte,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,writebit,writebit,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,crc8,crc8,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,readbyte,readbyte,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,readbit,readbit,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
deflate,DeflateIO,readline,DeflateIO.readline,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,readinto,DeflateIO.readinto,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,read,DeflateIO.read,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,close,DeflateIO.close,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
dht,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,measure,DHTBase.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,__init__,DHTBase.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT22,measure,DHT22.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,temperature,DHT22.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,humidity,DHT22.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,__init__,DHT22.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT11,measure,DHT11.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,temperature,DHT11.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,humidity,DHT11.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,__init__,DHT11.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
ds18x20,,const,const,function,"(*args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_scratch,DS18X20.read_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_temp,DS18X20.read_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,write_scratch,DS18X20.write_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,convert_temp,DS18X20.convert_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,scan,DS18X20.scan,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,__init__,DS18X20.__init__,method,"(self, *argv, **kwargs)",False,True,0,ds18x20.pyi
framebuf,,FrameBuffer1,FrameBuffer1,function,"(*args, **kwargs)",True,True,0,framebuf.pyi
